CLIENTNUM,Predicted_Spending
1875,1817.47
1876,1772.81
1877,3075.87
1878,1116.4519999999998
1879,2205.09
1880,1823.64
1881,2043.28
1882,2294.07
1883,1744.53
1884,1667.75
1885,3594.37
1886,1944.22
1887,2027.76
1888,3849.61
1889,3123.05
1890,3424.17
1891,1149.86
1892,2561.255
1893,1391.36
1894,1711.41
1895,1381.54
1896,3292.18
1897,1947.05
1898,1174.16
1899,3603.16
1900,2694.29
1901,1841.06
1902,1681.34
1903,3022.95
1904,1793.31
1905,836.07
1906,2038.49
1907,1469.5
1908,2138.3
1909,1467.07
1910,1608.78
1911,1520.39
1912,1358.55
1913,2013.66
1914,3407.44
1915,1418.6
1916,2401.68
1917,835.87
1918,1431.59
1919,2054.19
1920,1774.58
1921,2944.21
1922,2037.5825
1923,1345.25
1924,4407.43
1925,5287.75
1926,2633.18
1927,3171.11
1928,1693.62
1929,1918.23
1930,2116.01
1931,2047.12
1932,1786.62
1933,2124.89
1934,2601.44
1935,3243.34
1936,1795.05
1937,4266.86
1938,4124.25
1939,4676.32
1940,2510.69
1941,2945.76
1942,1346.58
1943,1388.13
1944,2231.09
1945,3792.04
1946,1649.99
1947,4919.27
1948,2976.8
1949,3189.74
1950,1034.29
1951,3413.16
1952,3046.93
1953,750.42
1954,3051.32
1955,3829.65
1956,1655.47
1957,1540.31
1958,2224.52
1959,1833.81
1960,1659.1
1961,3604.12
1962,1763.47
1963,2418.09
1964,2994.99
1965,3282.73
1966,2411.57
1967,2361.39
1968,2293.84
1969,1929.62
1970,1763.69
1971,3543.61
1972,1085.13
1973,1483.42
1974,2823.77
1975,1931.47
1976,2569.4
1977,2358.7
1978,5688.87
1979,2339.96
1980,2852.94
1981,2038.08
1982,1701.82
1983,1927.25
1984,2120.55
1985,2991.5
1986,3763.12
1987,3101.62
1988,1413.54
1989,3176.45
1990,3004.1
1991,1496.26
1992,2843.38
1993,2648.59
1994,1377.32
1995,1328.63
1996,1420.92
1997,1543.65
1998,4003.53
1999,1212.41
2000,2128.31
2001,3068.03
2002,4135.58
2003,1705.22
2004,2148.57
2005,787.43
2006,1556.83
2007,1472.37
2008,3910.18
2009,1802.44
2010,1542.23
2011,3065.27
2012,3073.63
2013,2392.46
2014,3789.39
2015,2659.35
2016,2558.43
2017,3197.77
2018,2386.7
2019,731.36
2020,3041.3
2021,2412.12
2022,1928.09
2023,1906.1
2024,2373.63
2025,1442.29
2026,1781.41
2027,2895.3
2028,3864.65
2029,1769.65
2030,2453.23
2031,2112.32
2032,755.82
2033,1973.93
2034,3156.1
2035,2557.23
2036,2710.59
2037,2380.31
2038,4348.26
2039,1466.58
2040,1512.22
2041,3121.09
2042,2111.73
2043,823.41
2044,2325.57
2045,1976.71
2046,1917.57
2047,1724.84
2048,1894.55
2049,1358.29
2050,2279.27
2051,2493.96
2052,3759.03
2053,1632.66
2054,2698.67
2055,1780.08
2056,3349.89
2057,2037.585
2058,1567.43
2059,1435.21
2060,1871.65
2061,3933.78
2062,3676.6
2063,2171.12
2064,1584.07
2065,1412.95
2066,3411.87
2067,1629.52
2068,1782.42
2069,2867.82
2070,2057.26
2071,1481.58
2072,1242.73
2073,1479.15
2074,2366.97
2075,1809.49
2076,1273.03
2077,2178.72
2078,1557.92
2079,1908.13
2080,3854.32
2081,1807.02
2082,1512.22
2083,6616.76
2084,1852.2060000000001
2085,2046.44
2086,2855.81
2087,3079.47
2088,1848.45
2089,4158.96
2090,2166.12
2091,1809.21
2092,1576.61
2093,1885.04
2094,4824.29
2095,2924.68
2096,3837.08
2097,2837.54
2098,914.36
2099,2920.6
2100,3222.86
2101,1711.25
2102,1773.84
2103,1872.4
2104,3774.1
2105,3001.63
2106,1958.19
2107,1553.74
2108,1524.37
2109,1591.49
2110,1380.3
2111,4489.58
2112,1371.54
2113,2633.89
2114,1899.75
2115,3694.29
2116,1673.39
2117,1944.28
2118,2328.79
2119,2161.73
2120,3726.96
2121,2626.65
2122,2232.16
2123,1348.79
2124,3951.37
2125,2836.25
2126,1018.74
2127,3992.91
2128,4584.7
2129,1423.67
2130,1508.8
2131,1531.05
2132,2102.81
2133,1579.6
2134,2972.02
2135,3006.85
2136,2443.87
2137,1441.82
2138,2369.57
2139,2145.9
2140,2271.82
2141,1871.52
2142,2968.23
2143,1819.97
2144,1360.27
2145,1577.71
2146,2480.36
2147,3170.5
2148,2477.48
2149,1672.58
2150,1433.98
2151,1293.76
2152,3664.59
2153,3284.41
2154,1870.98
2155,1997.29
2156,1601.5
2157,3991.93
2158,1675.68
2159,1234.0
2160,3203.0
2161,1719.16
2162,1323.34
2163,4220.26
2164,2690.02
2165,1712.23
2166,1490.08
2167,3248.56
2168,1666.27
2169,3553.4
2170,1526.27
2171,1631.82
2172,1792.52
2173,1556.53
2174,861.44
2175,2075.11
2176,3390.38
2177,1964.78
2178,1687.91
2179,1678.22
2180,2375.11
2181,2314.22
2182,3138.05
2183,5878.74
2184,2727.48
2185,895.14
2186,1332.23
2187,2252.0
2188,1984.45
2189,5839.71
2190,2184.53
2191,2024.78
2192,4759.83
2193,3497.95
2194,2236.53
2195,2367.75
2196,1831.01
2197,2811.52
2198,3558.65
2199,2115.66
2200,1612.4
2201,2111.54
2202,2313.76
2203,3020.31
2204,3912.99
2205,1784.92
2206,2368.17
2207,2370.46
2208,2278.87
2209,3162.64
2210,4551.69
2211,2311.71
2212,2847.1
2213,1764.47
2214,1386.39
2215,3817.5
2216,3769.17
2217,1966.15
2218,2083.43
2219,2064.96
2220,1674.13
2221,947.79
2222,2073.53
2223,1071.94
2224,3175.51
2225,2336.03
2226,1858.7
2227,5205.6
2228,1496.0
2229,2648.69
2230,2186.74
2231,2059.0
2232,1624.86
2233,4461.07
2234,3524.62
2235,2579.81
2236,2730.02
2237,1572.97
2238,1571.32
2239,4551.34
2240,2007.44
2241,3711.49
2242,3182.31
2243,1510.16
2244,2026.3
2245,4314.33
2246,4153.16
2247,1814.11
2248,2363.56
2249,4079.89
2250,4694.0
2251,6169.47
2252,1451.46
2253,3840.93
2254,1563.65
2255,3681.41
2256,3009.82
2257,1920.2
2258,2432.53
2259,2482.52
2260,1563.72
2261,2763.57
2262,4175.12
2263,1984.02
2264,1750.94
2265,962.93
2266,3225.51
2267,2397.4
2268,3084.04
2269,3109.05
2270,3850.36
2271,1930.29
2272,4453.12
2273,1654.79
2274,1383.03
2275,1691.83
2276,4178.16
2277,2465.81
2278,1719.13
2279,4052.68
2280,1569.09
2281,3083.9
2282,1257.18
2283,1947.25
2284,1014.1
2285,2435.79
2286,3227.46
2287,4125.11
2288,2147.47
2289,2042.85
2290,2202.95
2291,1662.93
2292,836.18
2293,1518.15
2294,1362.01
2295,2327.81
2296,1761.29
2297,1965.3
2298,3076.76
2299,2923.3
2300,1653.27
2301,2180.19
2302,3937.61
2303,2606.42
2304,3773.86
2305,2083.86
2306,3561.42
2307,1577.73
2308,2759.72
2309,1905.98
2310,1865.7
2311,3591.7
2312,2406.22
2313,2491.67
2314,1821.26
2315,3453.7
2316,2728.04
2317,3981.03
2318,3971.14
2319,4992.9
2320,1655.82
2321,2397.97
2322,1550.41
2323,1925.1
2324,2799.31
2325,1463.01
2326,1883.35
2327,3471.76
2328,1289.51
2329,2618.01
2330,2772.29
2331,3469.09
2332,1484.86
2333,3540.3
2334,4739.96
2335,4658.5
2336,1545.53
2337,1766.66
2338,1687.77
2339,1762.0
2340,2224.48
2341,3167.62
2342,2572.03
2343,1790.41
2344,1654.42
2345,4499.51
2346,3243.21
2347,1666.7
2348,1314.21
2349,3008.22
2350,2221.24
2351,1676.98
2352,1797.86
2353,3049.16
2354,2872.89
2355,1798.99
2356,1705.33
2357,1350.43
2358,3314.1
2359,1764.25
2360,3483.22
2361,2823.62
2362,5079.35
2363,3199.87
2364,3656.09
2365,4490.56
2366,1721.56
2367,1566.14
2368,1630.63
2369,1082.96
2370,1339.65
2371,3492.89
2372,3151.39
2373,4389.65
2374,2784.37
2375,2555.64
2376,2653.83
2377,2085.66
2378,3756.63
2379,3106.93
2380,2901.5
2381,3419.03
2382,3071.73
2383,2943.44
2384,1832.74
2385,2954.98
2386,1533.33
2387,2426.92
2388,2272.66
2389,2316.66
2390,2391.66
2391,4354.7
2392,1613.23
2393,3763.03
2394,1324.15
2395,3419.28
2396,3869.84
2397,2204.69
2398,1784.9
2399,1744.13
2400,1506.74
2401,1289.6733333333332
2402,4349.75
2403,1211.51
2404,3014.05
2405,1365.38
2406,3707.62
2407,3175.67
2408,1828.8
2409,2158.71
2410,1492.59
2411,1457.9
2412,2255.39
2413,2702.26
2414,866.45
2415,1678.85
2416,1437.48
2417,3825.34
2418,3591.41
2419,1598.12
2420,2219.21
2421,2080.52
2422,1607.72
2423,4837.89
2424,4349.66
2425,5877.18
2426,1759.17
2427,1402.67
2428,2074.53
2429,1393.75
2430,3416.25
2431,1500.37
2432,2215.33
2433,2654.62
2434,1359.92
2435,5071.32
2436,1294.28
2437,2701.52
2438,2454.9
2439,1818.58
2440,1868.9
2441,2032.76
2442,3174.68
2443,1828.13
2444,3730.3
2445,3107.12
2446,1401.43
2447,2505.13
2448,3499.16
2449,1920.23
2450,3225.27
2451,2132.29
2452,3166.53
2453,4092.26
2454,2584.55
2455,4540.35
2456,1917.75
2457,3917.81
2458,4324.22
2459,1939.96
2460,3880.22
2461,2862.64
2462,2624.88
2463,2118.04
2464,1587.02
2465,3085.28
2466,2440.88
2467,1603.53
2468,1484.3
2469,3238.33
2470,3715.48
2471,1497.86
2472,3003.07
2473,4102.12
2474,1509.5
2475,3650.08
2476,1558.93
2477,1393.65
2478,3930.55
2479,3049.78
2480,3561.62
2481,2284.33
2482,3099.97
2483,4123.51
2484,2451.42
2485,1587.38
2486,3680.0
2487,3595.47
2488,3978.25
2489,2365.16
2490,1108.83
2491,4113.45
2492,4300.52
2493,2051.7
2494,1260.9
2495,6111.16
2496,2980.42
2497,3171.55
2498,2896.53
2499,2853.14
2500,714.83
2501,1545.51
2502,2341.61
2503,1934.15
2504,1522.91
2505,1742.18
2506,4218.15
2507,2235.96
2508,2397.06
2509,1547.19
2510,1276.67
2511,1678.47
2512,3083.95
2513,1658.09
2514,4348.29
2515,2459.29
2516,4099.47
2517,1669.35
2518,1225.62
2519,3271.15
2520,3309.96
2521,1707.46
2522,3408.01
2523,1651.08
2524,2599.24
2525,2787.29
2526,4866.34
2527,3245.48
2528,3917.68
2529,2680.64
2530,2779.13
2531,1443.88
2532,3789.27
2533,4092.96
2534,1631.69
2535,1790.28
2536,2674.41
2537,1350.15
2538,1510.64
2539,4372.05
2540,1993.84
2541,3059.2
2542,3748.44
2543,1503.22
2544,4689.6
2545,1337.97
2546,3360.53
2547,3318.1
2548,3358.98
2549,3468.38
2550,3795.26
2551,1242.5016666666668
2552,2972.44
2553,1219.36
2554,752.97
2555,4061.34
2556,1312.68
2557,1639.2
2558,3835.3
2559,2216.0
2560,4124.31
2561,2247.45
2562,3007.42
2563,3122.02
2564,2036.67
2565,2680.43
2566,3506.8
2567,4087.62
2568,2480.95
2569,1403.73
2570,3343.15
2571,4310.39
2572,1545.74
2573,1434.54
2574,4788.34
2575,1602.8775
2576,2429.69
2577,1478.17
2578,3425.28
2579,3583.67
2580,4102.62
2581,2734.61
2582,1509.75
2583,4515.73
2584,1392.41
2585,3296.28
2586,1876.38
2587,1976.71
2588,3864.84
2589,1399.31
2590,1634.29
2591,1378.51
2592,4280.53
2593,1488.66
2594,4632.76
2595,3648.47
2596,2248.29
2597,2840.93
2598,2068.13
2599,3209.61
2600,3432.96
2601,2101.32
2602,5013.14
2603,1631.29
2604,4242.44
2605,3529.78
2606,4409.48
2607,2562.46
2608,1801.4
2609,1173.11
2610,2126.91
2611,4081.92
2612,3594.29
2613,1544.69
2614,2074.96
2615,1798.54
2616,3726.58
2617,3007.74
2618,4560.91
2619,1952.56
2620,2609.27
2621,3983.8
2622,3554.51
2623,2241.53
2624,2760.77
2625,3310.21
2626,2874.21
2627,1540.96
2628,3185.27
2629,2775.19
2630,1787.82
2631,2868.02
2632,1714.26
2633,1445.23
2634,3732.06
2635,1272.28
2636,1667.86
2637,2017.49
2638,1633.79
2639,2105.5
2640,2156.89
2641,1596.31
2642,1436.05
2643,1684.43
2644,1975.25
2645,3140.34
2646,2677.19
2647,1957.89
2648,3268.3
2649,1916.26
2650,1657.01
2651,3768.43
2652,2147.6
2653,1736.03
2654,4044.14
2655,3103.4
2656,2373.04
2657,2245.83
2658,3496.29
2659,1683.04
2660,4461.86
2661,4378.4
2662,3838.22
2663,4024.45
2664,3157.19
2665,3159.45
2666,2628.8
2667,3487.19
2668,4277.11
2669,4402.87
2670,1750.05
2671,1901.66
2672,3524.89
2673,3753.97
2674,2656.28
2675,3556.81
2676,4150.96
2677,3217.09
2678,4618.38
2679,2426.68
2680,2228.44
2681,4002.98
2682,3399.62
2683,2517.91
2684,4321.82
2685,2311.15
2686,1590.58
2687,2949.85
2688,4247.4
2689,3164.46
2690,2905.83
2691,3538.37
2692,4519.561
2693,4164.18
2694,3954.6
2695,3423.07
2696,1685.02
2697,2175.39
2698,2060.32
2699,3102.03
2700,1959.17
2701,3981.35
2702,1644.33
2703,1798.92
2704,4134.12
2705,2834.3
2706,1719.2
2707,3144.06
2708,5253.39
2709,1317.33
2710,1457.08
2711,4653.16
2712,3449.71
2713,2436.86
2714,2115.03
2715,1894.59
2716,3041.98
2717,3688.15
2718,3716.75
2719,2267.63
2720,4127.88
2721,3992.08
2722,3558.96
2723,3886.42
2724,6396.19
2725,1455.1
2726,1762.6
2727,3570.75
2728,2190.0
2729,3781.67
2730,3536.85
2731,4091.8
2732,1983.87
2733,4677.44
2734,5444.36
2735,2972.88
2736,3826.89
2737,4109.26
2738,3256.01
2739,1275.72
2740,3244.69
2741,3431.61
2742,2828.04
2743,5624.95
2744,2599.33
2745,1710.22
2746,2008.09
2747,3910.46
2748,1646.52
2749,1429.89
2750,4185.02
2751,3615.2
2752,3214.63
2753,1530.26
2754,2408.56
2755,2823.37
2756,3471.08
2757,4327.09
2758,3502.61
2759,2237.23
2760,4185.59
2761,2791.54
2762,1817.27
2763,3830.15
2764,1526.25
2765,1416.78
2766,4792.07
2767,3916.09
2768,2188.89
2769,2200.6
2770,4095.17
2771,4048.37
2772,3251.51
2773,2812.07
2774,3511.45
2775,4021.84
2776,2845.68
2777,1607.33
2778,3530.68
2779,2015.71
2780,4085.42
2781,2645.27
2782,3597.69
2783,4143.52
2784,2228.27
2785,2095.14
2786,5332.58
2787,3886.92
2788,3889.54
2789,1887.83
2790,3656.23
2791,4972.75
2792,3192.91
2793,2098.49
2794,5828.33
2795,2453.59
2796,1873.68
2797,4173.92
2798,2008.84
2799,2138.45
2800,3862.77
2801,4228.86
2802,4185.74
2803,3214.01
2804,3010.09
2805,2914.35
2806,2064.14
2807,4653.46
2808,1758.94
2809,3073.94
2810,1673.98
2811,5368.9
2812,2312.47
2813,3109.39
2814,2019.27
2815,1890.88
2816,5514.08
2817,2831.16
2818,3602.92
2819,1938.11
2820,4598.45
2821,1631.55
2822,3894.03
2823,4664.78
2824,3780.61
2825,3739.75
2826,1731.19
2827,3994.21
2828,3391.81
2829,2658.73
2830,3456.18
2831,4500.85
2832,3049.17
2833,5275.34
2834,3383.37
2835,3449.57
2836,4313.29
2837,3511.73
2838,3731.13
2839,2466.76
2840,4041.04
2841,2564.2
2842,1844.2
2843,3499.88
2844,4324.67
2845,2382.77
2846,1626.59
2847,2721.1
2848,1784.16
2849,1659.88
2850,1998.78
2851,3637.76
2852,4040.8
2853,1871.94
2854,4016.8783333333336
2855,3983.58
2856,2017.45
2857,3948.87
2858,2439.49
2859,5241.4
2860,4191.2
2861,3209.23
2862,1477.58
2863,3603.43
2864,3041.77
2865,3858.61
2866,3674.64
2867,4227.0
2868,6228.48
2869,2635.95
2870,1736.29
2871,1606.39
2872,3375.22
2873,1551.11
2874,4857.98
2875,1818.82
2876,3977.17
2877,2449.95
2878,5026.47
2879,3910.41
2880,3402.52
2881,2938.5
2882,1571.23
2883,2824.25
2884,5700.35
2885,2930.47
2886,4268.55
2887,1674.7
2888,4146.66
2889,8318.64
2890,3301.35
2891,3974.22
2892,1711.01
2893,3393.55
2894,3342.04
2895,1857.36
2896,3853.43
2897,3771.95
2898,1495.17
2899,4057.37
2900,4497.71
2901,4082.42
2902,4049.52
2903,4587.71
2904,4367.36
2905,1580.54
2906,3002.87
2907,2965.08
2908,4199.31
2909,1505.88
2910,3739.2
2911,4185.01
2912,4047.13
2913,3789.05
2914,4061.4
2915,3923.78
2916,3559.84
2917,3036.92
2918,3616.78
2919,4158.27
2920,3356.21
2921,3134.03
2922,4386.68
2923,3826.25
2924,2226.66
2925,4133.77
2926,3970.25
2927,4068.38
2928,3472.61
2929,3263.68
2930,2054.89
2931,3996.21
2932,6074.63
2933,3465.53
2934,4127.27
2935,3996.03
2936,2776.666666666667
2937,3816.21
2938,2859.85
2939,3820.79
2940,3836.94
2941,2654.14
2942,3294.97
2943,4793.59
2944,3063.41
2945,2179.01
2946,1198.51
2947,1431.45
2948,3784.29
2949,3518.94
2950,5115.97
2951,4072.64
2952,3198.09
2953,1927.38
2954,3584.66
2955,1611.16
2956,2622.04
2957,4638.79
2958,4107.75
2959,4500.73
2960,1574.47
2961,3366.18
2962,4657.59
2963,4886.79
2964,2165.51
2965,3785.15
2966,1669.23
2967,1891.52
2968,3802.91
2969,3402.11
2970,3260.12
2971,3269.113476190477
2972,1746.3143333333335
2973,5018.84
2974,3562.84
2975,4000.81
2976,4192.52
2977,1863.69
2978,4517.63
2979,4689.05
2980,3647.12
2981,3302.07
2982,3226.84
2983,1346.49
2984,6026.63
2985,4014.22
2986,2409.652
2987,3527.6
2988,3463.44
2989,1441.95
2990,3410.15
2991,3859.42
2992,3717.51
2993,3662.16
2994,3415.14
2995,3380.4
2996,1531.67
2997,7693.35
2998,4553.59
2999,4131.62
3000,1946.26
3001,3931.23
3002,2481.97
3003,3399.34
3004,4002.99
3005,3290.99
3006,4514.87
3007,4213.08
3008,4494.24
3009,3810.95
3010,3058.76
3011,1596.2
3012,3063.66
3013,4434.63
3014,1674.22
3015,3525.06
3016,1757.45
3017,5894.2
3018,3372.01
3019,4011.8
3020,5011.66
3021,2258.15
3022,5611.62
3023,1598.69
3024,4623.71
3025,1859.7579999999998
3026,2335.64
3027,3850.7
3028,3933.41
3029,3032.16
3030,4077.79
3031,3698.47
3032,3289.93
3033,1577.13
3034,1367.58
3035,4324.97
3036,2861.11
3037,4767.12
3038,3993.38
3039,5824.87
3040,4433.87
3041,3708.12
3042,3735.41
3043,3496.07
3044,3969.25
3045,3269.91
3046,3787.36
3047,3716.82
3048,3937.48
3049,1894.44
3050,4091.3
3051,4336.47
3052,3259.49
3053,4328.63
3054,3808.18
3055,4065.1
3056,4513.32
3057,2492.24
3058,4441.95
3059,3800.75
3060,3915.25
3061,1621.31
3062,3495.97
3063,3945.01
3064,1781.68
3065,3999.41
3066,3557.88
3067,3564.33
3068,4338.88
3069,3600.31
3070,5371.72
3071,2605.49
3072,3946.63
3073,3212.35
3074,4009.12
3075,2900.4
3076,3789.97
3077,1992.14
3078,2747.9
3079,4211.43
3080,4129.1
3081,2061.61
3082,2599.01
3083,3347.98
3084,4051.84
3085,1623.5
3086,1899.9
3087,4106.92
3088,3721.98
3089,3776.67
3090,3071.29
3091,1773.44
3092,4297.51
3093,2137.2
3094,1506.88
3095,2621.23
3096,3650.35
3097,3570.45
3098,5190.16
3099,4122.08
3100,3840.85
3101,2627.11
3102,2496.53
3103,3879.91
3104,3947.79
3105,4218.89
3106,4365.16
3107,2570.6
3108,4419.3
3109,2037.55
3110,3835.68
3111,5724.91
3112,2042.42
3113,3842.15
3114,4378.08
3115,4644.252666666666
3116,4464.24
3117,3572.67
3118,3756.87
3119,3857.19
3120,3997.92
3121,3642.67
3122,4085.31
3123,2223.45
3124,4417.66
3125,3819.64
3126,4338.63
3127,4566.97
3128,4900.36
3129,4538.48
3130,3016.89
3131,4313.77
3132,3707.65
3133,3869.6
3134,1289.79
3135,3816.4
3136,4306.57
3137,3291.71
3138,2133.62
3139,3611.41
3140,3806.33
3141,3834.18
3142,3718.39
3143,2542.74
3144,3679.27
3145,4047.01
3146,4399.85
3147,3662.24
3148,2603.2726666666667
3149,3920.5
3150,2009.55
3151,4103.23
3152,3644.15
3153,1884.27
3154,2973.8
3155,3918.88
3156,4545.06
3157,2090.72
3158,4095.59
3159,4757.31
3160,4082.45
3161,3896.92
3162,3488.64
3163,4012.35
3164,1748.0
3165,4093.61
3166,3623.57
3167,1553.99
3168,1592.94
3169,3667.4
3170,1396.37
3171,1884.07
3172,4116.69
3173,4152.58
3174,4407.06
3175,2502.55
3176,3714.76
3177,4717.76
3178,3542.28
3179,4345.8
3180,1889.54
3181,6261.2
3182,1570.22
3183,3764.52
3184,2980.96
3185,2783.44
3186,3726.49
3187,3438.4
3188,2004.46
3189,4285.85
3190,2997.57
3191,2945.26
3192,4419.62
3193,4433.56
3194,3067.16
3195,3911.92
3196,2889.09
3197,1484.07
3198,4170.12
3199,2275.34
3200,4305.15
3201,3874.98
3202,3999.81
3203,3541.77
3204,2236.49
3205,4866.38
3206,1634.05
3207,3655.62
3208,3546.8
3209,3224.33
3210,3997.42
3211,5427.57
3212,4563.6
3213,4190.75
3214,4107.63
3215,3002.24
3216,1699.42
3217,1553.25
3218,1756.91
3219,4080.48
3220,4610.61
3221,1856.97
3222,4229.6
3223,3632.8
3224,3304.12
3225,3706.73
3226,3795.3
3227,1860.1
3228,4627.36
3229,3599.42
3230,3277.6
3231,4349.76
3232,3808.66
3233,2069.76
3234,2405.55
3235,4090.91
3236,3827.83
3237,4531.88
3238,4577.78
3239,3558.5
3240,5436.34
3241,3883.56
3242,3788.6
3243,3793.98
3244,3629.49
3245,3525.68
3246,4350.33
3247,4485.95
3248,3946.52
3249,4118.79
3250,3892.47
3251,4247.57
3252,4891.07
3253,3439.34
3254,4117.62
3255,4499.01
3256,3681.11
3257,4073.02
3258,3628.03
3259,2836.68
3260,1803.87
3261,3669.4
3262,4032.16
3263,4506.37
3264,3822.02
3265,5533.15
3266,3610.27
3267,2184.81
3268,4603.05
3269,2455.32
3270,3152.58
3271,2664.39
3272,2043.94
3273,3993.06
3274,5160.52
3275,1837.25
3276,4657.04
3277,3270.34
3278,3712.74
3279,3685.48
3280,4228.9
3281,2418.89
3282,4099.5
3283,3797.87
3284,2352.22
3285,2155.97
3286,4151.46
3287,3556.92
3288,4258.61
3289,2304.19
3290,3554.5
3291,3841.89
3292,3950.08
3293,3318.53
3294,4186.9
3295,4543.37
3296,4072.42
3297,2659.87
3298,3790.38
3299,4900.57
3300,2524.93
3301,3684.53
3302,4612.37
3303,4332.78
3304,4135.74
3305,4320.05
3306,1644.96
3307,5210.14
3308,3130.45
3309,4780.02
3310,1589.44
3311,4152.06
3312,2903.16
3313,4162.77
3314,3747.5
3315,1314.42
3316,4592.22
3317,3552.38
3318,4243.22
3319,4345.8
3320,2799.35
3321,1695.98
3322,4880.34
3323,4184.08
3324,5720.53
3325,3526.42
3326,4244.69
3327,3334.56
3328,1482.21
3329,5012.74
3330,2975.32
3331,4246.03
3332,2326.79
3333,1777.53
3334,2795.44
3335,4057.75
3336,3936.77
3337,3343.89
3338,4449.49
3339,3960.99
3340,4008.14
3341,3989.97
3342,4441.27
3343,3991.12
3344,4399.96
3345,4813.98
3346,4856.16
3347,4233.34
3348,2778.59
3349,3615.98
3350,4311.93
3351,4264.96
3352,4192.84
3353,4234.32
3354,1865.26
3355,4039.17
3356,3326.13
3357,4132.76
3358,3401.39
3359,3021.19
3360,3556.69
3361,3894.865
3362,1895.38
3363,1954.67
3364,3673.1
3365,2115.42
3366,2725.95
3367,2243.04
3368,4956.03
3369,3520.91
3370,2203.61
3371,3558.12
3372,4772.58
3373,4246.0
3374,3295.08
3375,5346.76
3376,2063.9898333333335
3377,3793.94
3378,3691.73
3379,4858.41
3380,1815.85
3381,2967.39
3382,1595.57
3383,4138.61
3384,2188.91
3385,3030.86
3386,4210.06
3387,3515.28
3388,1815.66
3389,4119.56
3390,4224.75
3391,4123.04
3392,2988.72
3393,3899.04
3394,4140.66
3395,3122.89
3396,3667.66
3397,4143.54
3398,2075.0
3399,4178.86
3400,2130.31
3401,3889.62
3402,3059.06
3403,2234.12
3404,2295.93
3405,1753.95
3406,3599.06
3407,4086.4
3408,2296.81
3409,3997.81
3410,4650.43
3411,3726.34
3412,4215.85
3413,4316.64
3414,3957.93
3415,4333.1
3416,2916.31
3417,2913.61
3418,2007.08
3419,4914.09
3420,4227.82
3421,3715.06
3422,2116.33
3423,4038.42
3424,2443.59
3425,3698.07
3426,4615.72
3427,1365.95
3428,2785.516666666667
3429,2948.68
3430,1843.69
3431,4346.83
3432,4070.24
3433,2546.26
3434,4158.98
3435,3772.78
3436,1788.91
3437,1406.27
3438,1445.82
3439,3700.62
3440,4014.84
3441,2141.44
3442,1970.3
3443,4386.47
3444,3452.94
3445,4218.75
3446,3321.12
3447,3648.85
3448,3861.88
3449,2196.2
3450,4321.33
3451,2204.95
3452,1843.05
3453,4132.51
3454,4332.59
3455,2681.65
3456,3326.83
3457,1848.02
3458,1840.44
3459,3932.2
3460,4948.56
3461,4076.36
3462,3859.16
3463,3630.49
3464,4171.19
3465,3889.51
3466,4591.28
3467,4272.07
3468,3667.99
3469,3731.66
3470,4506.18
3471,3582.12
3472,2469.48
3473,3997.6
3474,2149.18
3475,1710.71
3476,3863.22
3477,4471.78
3478,4162.7
3479,5536.13
3480,3770.44
3481,3568.23
3482,4584.03
3483,3835.28
3484,4093.26
3485,3860.71
3486,4477.98
3487,5550.71
3488,3523.98
3489,3717.48
3490,2153.17
3491,2960.79
3492,1965.39
3493,3383.04
3494,4255.46
3495,3760.93
3496,3899.65
3497,1467.07
3498,3922.85
3499,3440.98
3500,3326.45
3501,1716.94
3502,3822.1
3503,3786.87
3504,3636.99
3505,4215.17
3506,4942.33
3507,4372.37
3508,3791.15
3509,4124.59
3510,2484.04
3511,4896.27
3512,1779.05
3513,4510.65
3514,3830.59
3515,4231.83
3516,2094.24
3517,4175.92
3518,4482.46
3519,5691.12
3520,1430.14
3521,1558.06
3522,2545.67
3523,7721.34
3524,4760.25
3525,4232.86
3526,4878.35
3527,1935.7
3528,4023.51
3529,3960.52
3530,3462.19
3531,4111.51
3532,2662.21
3533,2055.98
3534,3636.24
3535,3992.72
3536,4302.59
3537,2430.16
3538,2867.86
3539,4319.3
3540,3196.77
3541,4753.64
3542,3681.25
3543,9381.31
3544,1547.29
3545,4122.31
3546,3260.28
3547,4355.55
3548,2878.89
3549,4441.47
3550,4447.62
3551,4589.87
3552,2353.95
3553,3594.14
3554,3854.21
3555,1223.1
3556,3592.41
3557,3931.8
3558,3395.81
3559,4238.48
3560,3964.29
3561,3092.68
3562,4278.61
3563,4113.42
3564,4097.57
3565,3620.9
3566,4347.07
3567,3805.07
3568,4021.58
3569,4040.19
3570,4721.11
3571,3812.26
3572,4185.04
3573,3959.41
3574,3298.77
3575,2607.87
3576,3571.65
3577,3756.64
3578,3398.53
3579,4763.08
3580,3193.48
3581,4517.02
3582,5036.65
3583,3657.41
3584,2195.36
3585,3469.05
3586,4312.82
3587,2003.74
3588,2575.43
3589,2412.92
3590,4026.74
3591,4303.55
3592,4330.07
3593,4447.04
3594,1885.52
3595,2290.46
3596,1344.57
3597,2303.16
3598,2147.95
3599,4003.07
3600,3933.72
3601,1510.3
3602,4365.66
3603,4257.22
3604,3287.94
3605,4160.87
3606,3908.83
3607,3438.59
3608,3687.74
3609,3540.88
3610,4091.92
3611,3386.43
3612,4265.93
3613,3860.3
3614,3815.44
3615,3912.72
3616,3463.66
3617,2305.96
